,codigo_pais,ano,populacao,gdp
691,COG,2007,3956337,8782703436.70188
692,COG,2008,4089607,11649857673.4436
693,COG,2009,4257234,9723299915.25312
694,COG,2010,4437883,13148396211.5955
695,COG,2011,4584223,15655383576.6515
696,COG,2012,4713260,17692911296.3044
697,COG,2013,4828073,17958720699.0868
698,COG,2014,4944865,17919224179.5609
699,COG,2015,5064390,12434829581.0287
700,COG,2016,5186830,10931247264.8116
701,COG,2017,5312347,11834406800.8818
702,COG,2018,5441061,14773806078.1348
703,COG,2019,5570736,13976661497.841
704,CRI,2004,4252803,18610594846.2083
705,CRI,2005,4315894,20040642476.9817
706,CRI,2006,4378170,22715540324.6944
707,CRI,2007,4440023,26884700344.8406
708,CRI,2008,4501921,30801744881.9502
709,CRI,2009,4563131,30745714312.9905
710,CRI,2010,4622250,37658614803.848
711,CRI,2011,4679927,42762613699.9524
712,CRI,2012,4736593,47231655431.1389
713,CRI,2013,4791541,50949668840.8692
714,CRI,2014,4844293,52016408951.8225
715,CRI,2015,4895241,56441920821.0806
716,CRI,2016,4945205,58847019609.6549
717,CRI,2017,4993849,60516044657.2254
718,CRI,2018,5040738,62420164991.5374
719,CRI,2019,5084527,64417670521.1842
720,CIV,2004,18544900,23510575668.4394
721,CIV,2005,18970216,24036918719.1307
722,CIV,2006,19394062,25281413268.2105
723,CIV,2007,19817700,28760090924.4659
724,CIV,2008,20244452,34078240260.4002
725,CIV,2009,20677762,33886813225.705
726,CIV,2010,21120040,34936307964.5293
727,CIV,2011,21562916,36693710823.1998
728,CIV,2012,22010708,36302302845.3012
729,CIV,2013,22469272,42760235497.5958
730,CIV,2014,22995554,48843005625.5796
731,CIV,2015,23596738,45815005170.815
732,CIV,2016,24213620,48407761031.9226
733,CIV,2017,24848024,52512344033.7688
734,CIV,2018,25493990,58522477744.5444
735,CIV,2019,26147544,59898479821.2323
736,HRV,2004,4443351,41855265955.2919
737,HRV,2005,4429687,45025332739.6707
738,HRV,2006,4417562,49601608068.5472
739,HRV,2007,4405542,59319172946.6829
740,HRV,2008,4393666,68519137406.1683
741,HRV,2009,4382142,62085753435.5869
742,HRV,2010,4368680,58819429750.2234
743,HRV,2011,4351838,62736258335.3541
744,HRV,2012,4331592,57354547991.2213
745,HRV,2013,4308854,59491066217.9088
746,HRV,2014,4283968,59342363988.804
747,HRV,2015,4254821,50857353544.2847
748,HRV,2016,4223748,52512987755.9635
749,HRV,2017,4192468,56061675144.3829
750,HRV,2018,4160488,61481309636.1289
751,HRV,2019,4129749,61470295887.8384
752,CUB,2004,11225296,38203000000.0
753,CUB,2005,11246113,42643836100.0
754,CUB,2006,11260636,48835925925.9259
755,CUB,2007,11269890,54262870370.3704
756,CUB,2008,11276607,56302129629.6296
757,CUB,2009,11283184,57481481481.4815
758,CUB,2010,11290420,59562962962.963
759,CUB,2011,11298713,68990000000.0
760,CUB,2012,11309292,73141000000.0
761,CUB,2013,11321583,77148000000.0
762,CUB,2014,11332030,80656100000.0
763,CUB,2015,11339888,87132800000.0
764,CUB,2016,11342012,91370407863.7
765,CUB,2017,11336405,96850649691.7406
766,CUB,2018,11328243,100050036096.123
767,CUB,2019,11316699,103427600000.0
768,CUW,2004,145090,
769,CUW,2005,147275,
770,CUW,2006,149671,
771,CUW,2007,152135,
772,CUW,2008,154598,
773,CUW,2009,157018,
774,CUW,2010,159392,
775,CUW,2011,161681,2930092237.27161
776,CUW,2012,163960,3012836256.55523
777,CUW,2013,166148,3033568606.16651
778,CUW,2014,168034,3059406995.39666
779,CUW,2015,169588,3058779211.89831
780,CUW,2016,170752,3024690188.01683
781,CUW,2017,171543,3033433248.15988
782,CUW,2018,184734,3046364819.53197
783,CUW,2019,193119,3026124115.73275
784,CYP,2004,1018688,17320552500.0
785,CYP,2005,1037070,18433411267.2553
786,CYP,2006,1055445,20072786350.5206
787,CYP,2007,1073875,23968764029.5647
788,CYP,2008,1092402,27844698989.3072
789,CYP,2009,1110979,25945391775.4932
790,CYP,2010,1129693,25732125693.847
791,CYP,2011,1145090,27564931919.4782
792,CYP,2012,1156556,24977293926.2891
793,CYP,2013,1166972,23899444182.51
794,CYP,2014,1176997,23155988617.4023
795,CYP,2015,1187286,19842492366.5477
796,CYP,2016,1197889,20952955488.0836
797,CYP,2017,1208527,22870678689.4802
798,CYP,2018,1218834,25523485042.6265
799,CYP,2019,1228840,25947027570.4262
800,CZE,2004,10261003,119814434353.575
801,CZE,2005,10280122,137143471328.274
802,CZE,2006,10304822,156264095664.643
803,CZE,2007,10337831,190183800884.018
804,CZE,2008,10378586,236816485762.988
805,CZE,2009,10421515,207434296805.33
806,CZE,2010,10464750,209069940963.177
807,CZE,2011,10496379,229562733398.948
808,CZE,2012,10511065,208857719320.649
809,CZE,2013,10514547,211685616592.931
810,CZE,2014,10517178,209358834156.329
811,CZE,2015,10523801,188033050459.881
812,CZE,2016,10527584,196272068576.338
813,CZE,2017,10531315,218628940951.675
814,CZE,2018,10534598,249000540729.179
815,CZE,2019,10536876,252548179964.897
816,COD,2004,54815608,10297483481.223
817,COD,2005,56550244,11964484465.9388
818,COD,2006,58381636,14451901696.3878
819,COD,2007,60289424,16737071816.38
820,COD,2008,62249724,19788515590.1284
821,COD,2009,64270236,18648372553.0921
822,COD,2010,66391260,21565721044.8462
823,COD,2011,68654272,25839749199.3671
824,COD,2012,70997872,29306235285.2597
825,COD,2013,73460032,32679745048.4427
826,COD,2014,76035592,35909040925.9375
827,COD,2015,78656904,37917706497.1793
828,COD,2016,81430976,37134801555.3322
829,COD,2017,84283272,38019264794.8263
830,COD,2018,87087352,47568210009.8172
831,COD,2019,89906896,51775829877.2088
832,DNK,2004,5415583,251373002954.382
833,DNK,2005,5436314,264467336457.17
834,DNK,2006,5457863,282884947702.966
835,DNK,2007,5479722,319423424509.066
836,DNK,2008,5502752,353361038818.383
837,DNK,2009,5526455,321241303699.006
838,DNK,2010,5550850,321995279401.502
839,DNK,2011,5576016,344003137611.271
840,DNK,2012,5600955,327148943812.137
841,DNK,2013,5625393,343584391647.927
842,DNK,2014,5650654,352993631617.708
843,DNK,2015,5677795,302673070846.857
844,DNK,2016,5706856,313115929314.339
845,DNK,2017,5737286,332121063806.391
846,DNK,2018,5766689,356841216410.068
847,DNK,2019,5795879,346498737961.635
848,DJI,2004,818380,666072101.777505
849,DJI,2005,830863,708633194.726566
850,DJI,2006,846957,768873684.032838
851,DJI,2007,865202,847918929.107984
852,DJI,2008,882893,999105339.267729
853,DJI,2009,901106,1049110684.72493
854,DJI,2010,919206,1128611700.3618
855,DJI,2011,936819,1239144501.77525
856,DJI,2012,954311,1353632941.5207
857,DJI,2013,971761,2042817162.85639
858,DJI,2014,989091,2214679081.25658
859,DJI,2015,1006266,2424391785.43897
860,DJI,2016,1023269,2604955228.70117
861,DJI,2017,1040242,2762581334.22612
862,DJI,2018,1057204,2913466732.12507
863,DJI,2019,1073999,3088853638.56832
864,DMA,2004,68591,367200000.0
865,DMA,2005,68686,364255555.555556
866,DMA,2006,68761,390251851.851852
867,DMA,2007,68789,421374074.074074
868,DMA,2008,68794,458188888.888889
869,DMA,2009,68805,489074074.074074
870,DMA,2010,68775,493825925.925926
871,DMA,2011,68758,501025925.925926
872,DMA,2012,68908,485996296.296296
873,DMA,2013,68839,498296296.296296
874,DMA,2014,69388,520429629.62963
875,DMA,2015,70027,540737037.037037
876,DMA,2016,70098,576229629.62963
877,DMA,2017,70422,521551851.851852
878,DMA,2018,70840,554770370.37037
879,DMA,2019,71446,611537037.037037
880,DOM,2004,9043135,22322387382.494
881,DOM,2005,9164770,35777560683.9366
882,DOM,2006,9284169,37879830084.2627
883,DOM,2007,9402209,43965458508.5056
884,DOM,2008,9522954,48122601530.3324
885,DOM,2009,9648061,48261078913.7266
886,DOM,2010,9775756,53860187257.9593
887,DOM,2011,9903743,58029773599.455
888,DOM,2012,10030885,60681535652.5373
889,DOM,2013,10157054,62682159338.0354
890,DOM,2014,10282116,67179955677.2791
891,DOM,2015,10405832,71164826836.5281
892,DOM,2016,10527589,75704647877.6559
893,DOM,2017,10647247,79998046305.79
894,DOM,2018,10765532,85555390139.118
895,DOM,2019,10881886,88941372558.2397
896,TLS,2004,945993,440772000.0
897,TLS,2005,969318,462268000.0
898,TLS,2006,994573,453792400.0
899,TLS,2007,1019369,542795400.0
900,TLS,2008,1043085,648523600.0
901,TLS,2009,1065543,726937800.0
902,TLS,2010,1088492,881909300.0
903,TLS,2011,1112985,1042534600.0
904,TLS,2012,1137683,1160555000.0
905,TLS,2013,1161558,1395727400.0
906,TLS,2014,1184842,1447535200.0
907,TLS,2015,1205822,1595205100.0
908,TLS,2016,1224568,1652603700.0
909,TLS,2017,1243238,1598208400.0
910,TLS,2018,1261850,1566157200.0
911,TLS,2019,1280442,2027034000.0
912,ECU,2004,13534598,36591661000.0
913,ECU,2005,13770015,41507085000.0
914,ECU,2006,14009064,46802044000.0
915,ECU,2007,14251838,51007777000.0
916,ECU,2008,14496800,61762635000.0
917,ECU,2009,14742768,62519686000.0
918,ECU,2010,14989581,69555367000.0
919,ECU,2011,15237734,79276664000.0
920,ECU,2012,15483884,87924544000.0
921,ECU,2013,15722988,95129659000.0
922,ECU,2014,15957995,101726331000.0
923,ECU,2015,16195904,99290381000.0
924,ECU,2016,16439588,99937696000.0
925,ECU,2017,16696947,104295862000.0
926,ECU,2018,17015672,107562008000.0
927,ECU,2019,17343742,108108009000.0
928,EGY,2004,77522424,78782467532.4675
929,EGY,2005,79075312,89600665557.4043
930,EGY,2006,80629664,107426086956.522
931,EGY,2007,82218760,130437828371.278
932,EGY,2008,83844784,162818181818.182
933,EGY,2009,85501064,189147005444.646
934,EGY,2010,87252416,218983666061.706
935,EGY,2011,89200056,235989672977.625
936,EGY,2012,91240384,279116666666.667
937,EGY,2013,93377896,288434108527.132
938,EGY,2014,95592328,305595408895.265
939,EGY,2015,97723792,329366576819.407
940,EGY,2016,99784032,332441717791.411
941,EGY,2017,101789384,248362771739.13
942,EGY,2018,103740768,262588632526.73
943,EGY,2019,105618672,318678815489.749
944,SLV,2004,6035653,13724810900.0
945,SLV,2005,6037817,14698000000.0
946,SLV,2006,6034439,15999890000.0
947,SLV,2007,6044130,17011750000.0
948,SLV,2008,6068108,17986890000.0
949,SLV,2009,6091181,17601620000.0
950,SLV,2010,6114039,18447920000.0
951,SLV,2011,6137354,20283780000.0
952,SLV,2012,6161293,21386150000.0
953,SLV,2013,6185641,21990960000.0
954,SLV,2014,6209528,22593470000.0
955,SLV,2015,6231072,23438240000.0
956,SLV,2016,6250513,24191430000.0
957,SLV,2017,6266661,24979190000.0
958,SLV,2018,6276340,26020850000.0
959,SLV,2019,6280222,26881140000.0
960,GNQ,2004,826368,4410764338.66733
961,GNQ,2005,864740,8217369092.65224
962,GNQ,2006,905425,10086528698.8604
963,GNQ,2007,948820,13071718758.7373
964,GNQ,2008,994982,19749893536.3204
965,GNQ,2009,1043698,15027795173.2187
966,GNQ,2010,1094538,16314443436.2903
967,GNQ,2011,1144590,21357343668.9447
968,GNQ,2012,1193641,22388344143.9131
969,GNQ,2013,1243947,21948834283.7856
970,GNQ,2014,1295193,21765453081.9826
971,GNQ,2015,1346974,13185496881.4055
972,GNQ,2016,1398940,11240808846.6928
973,GNQ,2017,1450703,12200913887.6419
974,GNQ,2018,1502102,13097012124.2267
975,GNQ,2019,1553037,11364133546.2488
976,ERI,2004,2763143,1109054005.43971
977,ERI,2005,2831735,1098424709.46293
978,ERI,2006,2880094,1211161879.6748
979,ERI,2007,2926172,1317974491.05691
980,ERI,2008,3005783,1380188800.0
981,ERI,2009,3083900,1856695551.21951
982,ERI,2010,3147733,1589515447.15447
983,ERI,2011,3207574,2065001626.01626
984,ERI,2012,3252600,
985,ERI,2013,3296370,
986,ERI,2014,3323429,
987,ERI,2015,3340005,
988,ERI,2016,3365288,
989,ERI,2017,3396933,
990,ERI,2018,3445380,
991,ERI,2019,3498819,
992,EST,2004,1362489,12145911801.2422
993,EST,2005,1354665,14106790200.2239
994,EST,2006,1346711,17022870405.2189
995,EST,2007,1340576,22449129482.617
996,EST,2008,1337013,24341678628.9732
997,EST,2009,1334557,19633031397.6104
998,EST,2010,1331535,19523477325.6235
999,EST,2011,1327435,23213994093.4631
1000,EST,2012,1322682,23019150071.1867
1001,EST,2013,1317985,25115753366.1114
1002,EST,2014,1314531,26634083965.0987
1003,EST,2015,1314658,22890762090.1508
1004,EST,2016,1315928,24072829276.7744
1005,EST,2017,1317550,26924385103.0659
1006,EST,2018,1322146,30624720196.229
1007,EST,2019,1327039,31081901909.2156
1008,SWZ,2004,1065776,2770082791.50412
1009,SWZ,2005,1071895,3178112498.67911
1010,SWZ,2006,1077747,3291330019.17287
1011,SWZ,2007,1084015,3469381231.49049
1012,SWZ,2008,1089885,3294084314.15058
1013,SWZ,2009,1094890,3580428052.81393
1014,SWZ,2010,1099926,4438765085.93784
1015,SWZ,2011,1105379,4820478680.18375
1016,SWZ,2012,1111453,4886551483.93374
1017,SWZ,2013,1118329,4597552981.56738
1018,SWZ,2014,1125872,4422986271.74767
1019,SWZ,2015,1133941,4063245671.29285
1020,SWZ,2016,1142529,3816019193.16561
1021,SWZ,2017,1151397,4402969225.92165
1022,SWZ,2018,1160430,4666598024.18411
1023,SWZ,2019,1169620,4466214591.14854
1024,ETH,2004,75301024,10131187261.4421
1025,ETH,2005,77469944,12401139453.9738
1026,ETH,2006,79691056,15280861834.6024
1027,ETH,2007,81996184,19707616772.7996
1028,ETH,2008,84357104,27066912635.2228
1029,ETH,2009,86755584,32437389116.038
1030,ETH,2010,89237800,29933790334.3418
1031,ETH,2011,91817936,31952763089.33
1032,ETH,2012,94451280,43310721414.0829
1033,ETH,2013,97084376,47648276605.0123
1034,ETH,2014,99746768,55612228233.5179
1035,ETH,2015,102471896,64589328550.5953
1036,ETH,2016,105293232,74296745207.8721
1037,ETH,2017,108197944,81770886825.6048
1038,ETH,2018,111129440,84269196625.8784
1039,ETH,2019,114120592,95912607722.3032
1040,FRO,2004,48008,1724770770.83393
1041,FRO,2005,48315,1759739599.22694
1042,FRO,2006,48338,2017680834.89917
1043,FRO,2007,48383,2339015313.29513
1044,FRO,2008,48438,2489873249.62815
1045,FRO,2009,48454,2296065170.05552
1046,FRO,2010,48432,2331796784.36009
1047,FRO,2011,48411,2505740669.27039
1048,FRO,2012,48410,2427200388.91831
1049,FRO,2013,48444,2690110520.92548
1050,FRO,2014,48494,2914012679.27277
1051,FRO,2015,48848,2573905971.05459
1052,FRO,2016,49523,2813278868.78208
1053,FRO,2017,50259,2980057377.87967
1054,FRO,2018,50978,3188600927.46688
1055,FRO,2019,51708,3266432734.22819
1056,FJI,2004,866699,2708078476.63012
1057,FJI,2005,874929,2980403844.72096
1058,FJI,2006,883096,3076305452.86506
1059,FJI,2007,890655,3378314599.76402
1060,FJI,2008,896728,3523185919.55826
1061,FJI,2009,901390,2870624635.68032
1062,FJI,2010,905176,3140166712.79624
1063,FJI,2011,908359,3779411899.37483
1064,FJI,2012,911067,3972028104.47328
1065,FJI,2013,913467,4189967998.51424
1066,FJI,2014,915576,4857104791.00386
1067,FJI,2015,917209,4682479912.05203
1068,FJI,2016,918371,4930213634.35692
1069,FJI,2017,919022,5353469171.0611
1070,FJI,2018,919002,5581425324.91185
1071,FJI,2019,918472,5444407214.31758
1072,FIN,2004,5228143,197479443979.151
1073,FIN,2005,5246070,204885494686.381
1074,FIN,2006,5266249,217089269791.764
1075,FIN,2007,5288694,256378067752.158
1076,FIN,2008,5313358,285716311136.719
1077,FIN,2009,5338813,253497520828.515
1078,FIN,2010,5363279,249424310816.667
1079,FIN,2011,5388173,275604356167.316
1080,FIN,2012,5413865,258290060227.734
1081,FIN,2013,5438873,271362405890.589
1082,FIN,2014,5461436,274862826772.156
1083,FIN,2015,5479457,234534382384.766
1084,FIN,2016,5495217,240771351298.833
1085,FIN,2017,5508146,255647979916.471
1086,FIN,2018,5515465,275708001767.843
1087,FIN,2019,5521539,268514916972.549
1088,FRA,2004,60108436,2119633181634.37
1089,FRA,2005,60510080,2196945232435.8
1090,FRA,2006,60919152,2320536221304.7
1091,FRA,2007,61329380,2660591246211.77
1092,FRA,2008,61721004,2930303780828.12
1093,FRA,2009,62093300,2700887366932.03
1094,FRA,2010,62444568,2645187882116.67
1095,FRA,2011,62775272,2865157541994.17
1096,FRA,2012,63071412,2683671716967.19
1097,FRA,2013,63335180,2811876903329.03
1098,FRA,2014,63588496,2855964488590.19
1099,FRA,2015,63809768,2439188643162.5
1100,FRA,2016,63989320,2472964344587.17
1101,FRA,2017,64144092,2595151045197.65
1102,FRA,2018,64277812,2790956878746.66
1103,FRA,2019,64399760,2728870246705.88
1104,PYF,2004,267135,5564109981.9138
1105,PYF,2005,271069,5705052134.54253
1106,PYF,2006,274908,5877997979.62266
1107,PYF,2007,278188,6631156405.59637
1108,PYF,2008,280566,7136741421.95908
1109,PYF,2009,282292,6584557973.9375
1110,PYF,2010,283795,6086644798.55982
1111,PYF,2011,285275,6203940036.91982
1112,PYF,2012,286591,5692858099.00217
1113,PYF,2013,288037,6031827122.60663
1114,PYF,2014,289880,6151996560.84289
1115,PYF,2015,291796,5325846361.81186
1116,PYF,2016,293552,5497036476.8031
1117,PYF,2017,295456,5833352692.7995
1118,PYF,2018,297615,6135116253.33452
1119,PYF,2019,299730,6022276196.13871
1120,GAB,2004,1417115,7770219008.21293
1121,GAB,2005,1458362,9582783990.85345
1122,GAB,2006,1502540,10327598306.4575
1123,GAB,2007,1549774,12455409587.3371
1124,GAB,2008,1599988,15571348344.3379
1125,GAB,2009,1653549,12113699068.2517
1126,GAB,2010,1711117,14372593020.2885
1127,GAB,2011,1772508,18210307743.5816
1128,GAB,2012,1836711,17170464016.0593
1129,GAB,2013,1902230,17595744798.3398
1130,GAB,2014,1966858,18203966895.8433
1131,GAB,2015,2028524,14383107762.6952
1132,GAB,2016,2086210,14023890265.3665
1133,GAB,2017,2140225,14929487485.1623
1134,GAB,2018,2192013,16867326401.9626
1135,GAB,2019,2242788,16874405465.391
1136,GMB,2004,1612237,961900651.423441
1137,GMB,2005,1660377,1027701067.55688
1138,GMB,2006,1711297,1054112487.74083
1139,GMB,2007,1764889,1279703047.0221
1140,GMB,2008,1820544,1561766955.73024
1141,GMB,2009,1878124,1450142508.57808
1142,GMB,2010,1937284,1543294926.87301
1143,GMB,2011,1998215,1409693596.93594
1144,GMB,2012,2061020,1415004738.26621
1145,GMB,2013,2124876,1375609453.43746
1146,GMB,2014,2189023,1229461721.40861
1147,GMB,2015,2253137,1378176608.93204
1148,GMB,2016,2317212,1484578885.97132
1149,GMB,2017,2381189,1504909462.69521
1150,GMB,2018,2444916,1670671327.81651
1151,GMB,2019,2508882,1813609692.49994
1152,GEO,2004,3988861,5125365191.98664
1153,GEO,2005,3961183,6410912049.87105
1154,GEO,2006,3933866,7745250733.95067
1155,GEO,2007,3906476,10172931088.5655
1156,GEO,2008,3879701,12795145130.9103
1157,GEO,2009,3855203,10766920065.8251
1158,GEO,2010,3836834,12243217070.5734
1159,GEO,2011,3821667,15107486236.2474
1160,GEO,2012,3804358,16488822461.4203
1161,GEO,2013,3786025,17190068235.7892
1162,GEO,2014,3774232,17627332900.2581
1163,GEO,2015,3771135,14953673796.1929
1164,GEO,2016,3771112,15141598622.5692
1165,GEO,2017,3771904,16242645072.2881
1166,GEO,2018,3772323,17596922469.9152
1167,GEO,2019,3770814,17470436258.5131
1168,DEU,2004,81266672,2814353869359.08
1169,DEU,2005,81212168,2846864211175.1
1170,DEU,2006,81177816,2994703642023.53
1171,DEU,2007,81183832,3425578382921.58
1172,DEU,2008,81217488,3745264093617.19
1173,DEU,2009,81260624,3411261212652.34
1174,DEU,2010,81325088,3399667820000.01
1175,DEU,2011,81423384,3749314991050.59
1176,DEU,2012,81545568,3527143188785.16
1177,DEU,2013,81680592,3733804649549.03
1178,DEU,2014,81858824,3889093051023.52
1179,DEU,2015,82073232,3357585719351.56
1180,DEU,2016,82331432,3469853463945.53
1181,DEU,2017,82624368,3690849152517.65
1182,DEU,2018,82896696,3974443355019.6
1183,DEU,2019,83148144,3889177589254.9
1184,GHA,2004,21906448,8881417906.71432
1185,GHA,2005,22496952,10744568381.4456
1186,GHA,2006,23098590,20885037596.6963
1187,GHA,2007,23708328,24827339138.4906
1188,GHA,2008,24326092,28679383241.0729
1189,GHA,2009,24950768,26048720005.5233
1190,GHA,2010,25574722,32197655566.5347
1191,GHA,2011,26205940,39336668080.559
1192,GHA,2012,26858760,41271701060.954
1193,GHA,2013,27525586,62824629066.0408
1194,GHA,2014,28196356,54783320576.8882
1195,GHA,2015,28870946,49406009811.9819
1196,GHA,2016,29554298,56164928691.0359
1197,GHA,2017,30222266,60405920071.5652
1198,GHA,2018,30870648,67298913752.0241
1199,GHA,2019,31522294,68337974418.3315
1200,GIB,2004,28743,
1201,GIB,2005,29179,
1202,GIB,2006,29613,
1203,GIB,2007,30021,
1204,GIB,2008,30426,
1205,GIB,2009,30844,
1206,GIB,2010,31289,
1207,GIB,2011,31725,
1208,GIB,2012,32183,
1209,GIB,2013,32437,
1210,GIB,2014,32478,
1211,GIB,2015,32546,
1212,GIB,2016,32590,
1213,GIB,2017,32628,
1214,GIB,2018,32677,
1215,GIB,2019,32715,
1216,GRC,2004,11115089,240963562236.127
1217,GRC,2005,11113450,247875422204.414
1218,GRC,2006,11106097,273546728473.073
1219,GRC,2007,11091491,318902829550.733
1220,GRC,2008,11073621,355908689477.445
1221,GRC,2009,11055503,331308500253.274
1222,GRC,2010,11033784,297124961971.501
1223,GRC,2011,11004730,282995942006.557
1224,GRC,2012,10963633,242029307133.408
1225,GRC,2013,10914501,238907690051.13
1226,GRC,2014,10862972,235458133124.608
1227,GRC,2015,10806644,195683527003.375
1228,GRC,2016,10749742,193148146586.933
1229,GRC,2017,10692230,199844406013.531
1230,GRC,2018,10633275,212049447242.111
1231,GRC,2019,10574026,205252760889.364
1232,GRL,2004,56888,1822499769.23938
1233,GRL,2005,56909,1849802648.36391
1234,GRL,2006,56835,2013106929.50031
1235,GRL,2007,56728,2249811295.6608
1236,GRL,2008,56600,2499092314.41875
1237,GRL,2009,56461,2529963903.22685
1238,GRL,2010,56374,2503167187.49305
1239,GRL,2011,56310,2684461375.46585
1240,GRL,2012,56217,2609678486.36749
1241,GRL,2013,56116,2684946990.12448
1242,GRL,2014,55972,2842065708.35962
1243,GRL,2015,55916,2499113022.81675
1244,GRL,2016,55941,2707139544.46695
1245,GRL,2017,55951,2851613679.03433
1246,GRL,2018,55954,3055782146.15957
1247,GRL,2019,55955,2997309971.87623
1248,GRD,2004,109529,599118592.592593
1249,GRD,2005,110268,695555555.555555
1250,GRD,2006,111006,698700666.666667
1251,GRD,2007,111740,758683592.592593
1252,GRD,2008,112497,825976037.037037
1253,GRD,2009,113260,771275555.555555
1254,GRD,2010,114058,771014814.814815
1255,GRD,2011,114933,778655555.555555
1256,GRD,2012,115930,799881481.481481
1257,GRD,2013,116954,842618518.518518
1258,GRD,2014,117986,911496296.296296
1259,GRD,2015,118994,997007407.407407
1260,GRD,2016,119973,1061640740.74074
1261,GRD,2017,120934,1125685185.18519
1262,GRD,2018,121853,1166514814.81481
1263,GRD,2019,122737,1213485185.18519
1264,GUM,2004,164022,3869000000.0
1265,GUM,2005,164448,4213000000.0
1266,GUM,2006,164689,4238000000.0
1267,GUM,2007,164775,4397000000.0
1268,GUM,2008,164736,4658000000.0
1269,GUM,2009,164593,4828000000.0
1270,GUM,2010,164916,4949000000.0
1271,GUM,2011,165662,4984000000.0
1272,GUM,2012,166404,5265000000.0
1273,GUM,2013,167067,5399000000.0
1274,GUM,2014,167555,5610000000.0
1275,GUM,2015,167996,5799000000.0
1276,GUM,2016,168362,5901000000.0
1277,GUM,2017,168619,6013000000.0
1278,GUM,2018,168696,6056000000.0
1279,GUM,2019,168632,6366000000.0
1280,GTM,2004,12852433,23577298094.6571
1281,GTM,2005,13132818,26783389293.922
1282,GTM,2006,13412401,29744246827.1839
1283,GTM,2007,13696609,33567850824.1039
1284,GTM,2008,13979451,38503720224.3166
1285,GTM,2009,14259415,37126148264.6383
1286,GTM,2010,14543126,40676578423.4871
1287,GTM,2011,14833458,46876006272.2387
1288,GTM,2012,15128307,49593929487.1263
1289,GTM,2013,15422663,52996446269.442
1290,GTM,2014,15713744,57852153058.502
1291,GTM,2015,16001105,62186064718.7424
1292,GTM,2016,16291004,66053403469.0024
1293,GTM,2017,16578718,71653754066.2763
1294,GTM,2018,16850176,73328365862.4329
1295,GTM,2019,17106338,77172317258.6478
1296,GIN,2004,8961046,3635458213.65962
1297,GIN,2005,9140112,2937071740.68756
1298,GIN,2006,9330632,4220019242.72882
1299,GIN,2007,9547087,6281917649.94033
1300,GIN,2008,9779793,6964179187.85579
1301,GIN,2009,10021319,6716904516.97953
1302,GIN,2010,10270728,6853467832.49407
1303,GIN,2011,10527711,6785137215.55736
1304,GIN,2012,10788696,7638045226.04416
1305,GIN,2013,11055433,8376613880.84932
1306,GIN,2014,11333362,8778473643.31852
1307,GIN,2015,11626003,8794202394.29076
1308,GIN,2016,11930991,8595955600.36601
1309,GIN,2017,12240791,10324668271.1032
1310,GIN,2018,12554871,11857030367.2441
1311,GIN,2019,12877537,13442861496.4128
1312,GNB,2004,1347012,532062894.803123
1313,GNB,2005,1379714,587029096.028696
1314,GNB,2006,1414094,592365659.818537
1315,GNB,2007,1450574,696910784.011006
1316,GNB,2008,1488437,868154627.875233
1317,GNB,2009,1527207,830126428.788601
1318,GNB,2010,1567226,849878489.118426
1319,GNB,2011,1609025,1099818591.95479
1320,GNB,2012,1652720,989271155.135142
1321,GNB,2013,1697757,1046087367.45447
1322,GNB,2014,1743318,1054915581.35773
1323,GNB,2015,1788931,1048229633.00189
1324,GNB,2016,1834554,1179004911.26676
1325,GNB,2017,1879835,1350177012.24273
1326,GNB,2018,1924954,1504630233.68158
1327,GNB,2019,1970460,1439638410.99683
1328,GUY,2004,760428,787814379.183843
1329,GUY,2005,759713,824880550.343965
1330,GUY,2006,758376,2379817990.6918
1331,GUY,2007,756528,2730971595.39574
1332,GUY,2008,754159,3025187433.33637
1333,GUY,2009,751265,3165663152.73351
1334,GUY,2010,747937,3432912516.92427
1335,GUY,2011,744235,3691384317.52178
1336,GUY,2012,743970,4063088535.76331
1337,GUY,2013,747424,4167800935.59876
1338,GUY,2014,751126,4127660158.47257
1339,GUY,2015,755043,4279840193.7046
1340,GUY,2016,759097,4482697336.56174
1341,GUY,2017,763265,4748174334.14044
1342,GUY,2018,785518,4787637005.53562
1343,GUY,2019,798761,5173760191.84652
1344,HTI,2004,8961495,6087360734.62315
1345,HTI,2005,9111901,7030149790.90123
1346,HTI,2006,9266293,7638739123.63747
1347,HTI,2007,9420832,9228637766.35319
1348,HTI,2008,9575251,10432962724.6183
1349,HTI,2009,9730646,11597002929.7039
1350,HTI,2010,9842883,11859312627.1744
1351,HTI,2011,9954318,13008746038.8867
1352,HTI,2012,10108541,13708925402.9447
1353,HTI,2013,10261205,14902488489.1696
1354,HTI,2014,10412741,15146883647.3239
1355,HTI,2015,10563762,14849629407.8872
1356,HTI,2016,10713845,14069277532.5199
1357,HTI,2017,10863546,15093357143.2889
1358,HTI,2018,11012427,16403864522.0538
1359,HTI,2019,11160441,15016090929.5125
1360,HND,2004,7383408,8869299234.3377
1361,HND,2005,7564615,9757012696.56212
1362,HND,2006,7745204,10917477066.1429
1363,HND,2007,7924462,12361257680.5627
1364,HND,2008,8101776,13881731875.7466
1365,HND,2009,8277309,14587496229.1811
1366,HND,2010,8450936,15839344591.9842
1367,HND,2011,8622510,17710275685.4074
1368,HND,2012,8792370,18528554397.5695
1369,HND,2013,8960654,18499729214.904
